Age,Sex,Race,Marital status,Education,Employment,Incomes,Number of books read,Printed books?,Audiobooks?,E-books?,Source of the last book read,Daily news/newspapers reader?,Magazines/Journals reader?
64,Male,White,Married,Some college,Employed part-time,$50k-75k,6,Yes,No,No,Purchased,No,No
63,Female,White,Married,Post-graduate,Employed full-time,$75k-100k,6,Yes,No,No,Purchased,Yes,Yes
63,Male,White,Married,Post-graduate,Retired,$75k-100k,6,Yes,No,No,Purchased,Yes,No
63,Male,White,Divorced,Some college,Disabled,$30k-40k,6,Yes,No,No,Borrowed from others,Yes,No
62,Female,White,Married,Some college,Employed full-time,$50k-75k,6,Yes,No,No,Purchased,Yes,Yes
60,Male,White,Never been married,Some college,Employed part-time,$50k-75k,6,No,No,Yes,Other sources,Yes,Yes
60,Male,White,Divorced,Some high school,Disabled,$10k-20k,6,Yes,No,No,Purchased,Yes,No
60,Male,White,Married,Post-graduate,Employed full-time,$100k-150k,6,Yes,No,No,Purchased,No,No
60,Female,White,Married,College,Employed full-time,$75k-100k,6,Yes,No,Yes,Purchased,Yes,No
59,Male,White,Separated,Some college,Unemployed,<$10k,6,Yes,No,No,Borrowed from library,No,No
59,Male,White,Married,College,Employed full-time,$100k-150k,6,Yes,No,No,Purchased,Yes,Yes
59,Male,White,Married,Trade school,Employed full-time,$75k-100k,6,Yes,No,No,Other sources,Yes,Yes
58,Male,White,Married,Some college,Employed part-time,$40k-50k,6,Yes,Yes,No,Borrowed from others,No,Yes
58,Male,White,Living with a partner,Post-graduate,Employed full-time,$100k-150k,6,Yes,Yes,Yes,Other sources,Yes,Yes
58,Male,White,Married,College,Employed full-time,$100k-150k,6,Yes,No,No,Purchased,Yes,Yes
56,Female,White,Married,High school,Self-employed,$50k-75k,6,Yes,No,No,Borrowed from others,No,No
56,Male,White,Married,College,Employed full-time,$50k-75k,6,Yes,No,No,Borrowed from others,Yes,No
56,Female,White,Divorced,High school,Employed full-time,$40k-50k,6,Yes,No,Yes,Borrowed from others,Yes,Yes
56,Male,White,Married,Post-graduate,Employed full-time,$30k-40k,6,Yes,No,No,Purchased,Yes,No
56,Male,White,Living with a partner,College,Employed full-time,$75k-100k,6,Yes,No,No,Borrowed from others,Yes,No
56,Female,White,Living with a partner,High school,Unemployed,$50k-75k,6,Yes,No,No,Purchased,Yes,Yes
55,Female,White,Married,Post-graduate,Employed full-time,$75k-100k,6,Yes,No,Yes,Purchased,Yes,Yes
55,Male,White,Married,Post-graduate,Retired,$100k-150k,6,Yes,No,Yes,Borrowed from others,Yes,Yes
54,Female,White,Married,College,Employed full-time,$100k-150k,6,Yes,No,No,Purchased,Yes,Yes
54,Male,White,Divorced,Some college,Retired,$30k-40k,6,Yes,No,No,Borrowed from others,Yes,No
53,Male,White,Single,High school,Employed full-time,$50k-75k,6,Yes,No,No,Borrowed from others,Yes,Yes
53,Female,White,Married,College,Retired,$75k-100k,6,Yes,No,No,Purchased,No,Yes
53,Female,White,Married,High school,Employed part-time,$75k-100k,6,Yes,No,Yes,Purchased,Yes,Yes
53,Female,White,Married,High school,Employed full-time,$75k-100k,6,Yes,No,Yes,Purchased,No,No
53,Male,White,Never been married,Some college,Retired,$100k-150k,6,Yes,No,No,Borrowed from library,Yes,No
52,Male,White,Married,Post-graduate,Employed full-time,$100k-150k,6,Yes,No,No,Purchased,Yes,Yes
52,Female,White,Never been married,High school,Employed full-time,$20k-30k,6,Yes,No,No,Other sources,No,Yes
52,Male,White,Married,Some college,Employed full-time,$100k-150k,6,Yes,No,No,Other sources,Yes,Yes
51,Female,White,Married,Some high school,Unemployed,$20k-30k,6,Yes,No,No,Borrowed from others,Yes,Yes
51,Female,White,Married,Post-graduate,Employed full-time,$100k-150k,6,Yes,No,Yes,Purchased,No,Yes
51,Male,White,Never been married,College,Employed full-time,$10k-20k,6,No,Yes,No,Purchased,No,Yes
51,Female,White,Divorced,College,Retired,$50k-75k,6,Yes,Yes,No,Purchased,Yes,Yes
51,Female,White,Widowed,High school,Employed full-time,$20k-30k,6,Yes,No,No,Purchased,Yes,Yes
50,Male,White,Married,College,Employed full-time,$100k-150k,6,Yes,No,No,Purchased,Yes,Yes
50,Male,White,Living with a partner,College,Unemployed,$20k-30k,6,Yes,No,No,Other sources,Yes,Yes
50,Female,White,Married,Some college,Employed full-time,$100k-150k,6,Yes,No,No,Purchased,Yes,No
49,Female,White,Married,College,Employed full-time,$50k-75k,6,Yes,No,No,Borrowed from others,Yes,Yes
49,Female,White,Married,College,Employed part-time,$100k-150k,6,Yes,No,No,Purchased,Yes,No
48,Male,White,Married,College,Employed full-time,$75k-100k,6,Yes,Yes,No,Purchased,No,Yes
48,Female,White,Widowed,High school,Employed full-time,$50k-75k,6,Yes,No,No,Purchased,Yes,Yes
47,Female,White,Married,Some college,Employed full-time,$100k-150k,6,Yes,No,No,Purchased,Yes,Yes
47,Female,White,Married,High school,Employed full-time,$50k-75k,6,Yes,No,No,Purchased,Yes,Yes
47,Male,White,Married,High school,Employed full-time,$100k-150k,6,Yes,No,No,Borrowed from others,Yes,Yes
47,Female,White,Married,Post-graduate,Employed full-time,$100k-150k,6,Yes,No,No,Purchased,No,No
47,Male,White,Married,Trade school,Disabled,$30k-40k,6,Yes,No,No,Other sources,Yes,Yes
47,Male,White,Married,High school,Employed full-time,$100k-150k,6,Yes,No,Yes,Other sources,No,No
46,Male,White,Single,Trade school,Retired,$10k-20k,6,No,No,Yes,Purchased,No,No
46,Female,White,Married,Some college,Employed full-time,$75k-100k,6,Yes,No,Yes,Purchased,No,Yes
45,Female,White,Married,Post-graduate,Employed full-time,$100k-150k,6,Yes,Yes,Yes,Purchased,No,Yes
44,Male,White,Married,High school,Employed full-time,$40k-50k,6,Yes,No,No,Purchased,Yes,No
43,Female,White,Married,High school,Employed full-time,$75k-100k,6,Yes,No,No,Borrowed from others,Yes,Yes
43,Male,White,Never been married,Some college,Employed part-time,$100k-150k,6,Yes,No,No,Borrowed from others,No,Yes
42,Male,White,Married,Post-graduate,Employed part-time,$100k-150k,6,Yes,No,No,Borrowed from others,Yes,No
42,Male,White,Married,College,Employed full-time,$75k-100k,6,Yes,No,No,Borrowed from library,Yes,Yes
42,Male,White,Married,Some college,Employed full-time,$75k-100k,6,Yes,No,Yes,Purchased,No,Yes
41,Female,White,Living with a partner,Some high school,Unemployed,$20k-30k,6,Yes,No,No,Purchased,No,No
41,Male,White,Married,College,Unemployed,$100k-150k,6,Yes,Yes,No,Purchased,No,Yes
40,Male,White,Divorced,Some college,Self-employed,$100k-150k,6,Yes,No,No,Purchased,No,Yes
39,Male,White,Married,Some college,Employed full-time,$100k-150k,6,Yes,No,Yes,Purchased,No,No
39,Female,White,Married,College,Employed full-time,$100k-150k,6,Yes,Yes,Yes,Purchased,Yes,No
39,Male,White,Married,College,Employed full-time,$100k-150k,6,Yes,No,No,Purchased,No,Yes
38,Male,White,Married,Post-graduate,Employed full-time,$100k-150k,6,Yes,No,No,Purchased,Yes,No
38,Female,White,Married,High school,Employed full-time,$30k-40k,6,Yes,No,No,Borrowed from others,No,No
38,Female,White,Married,College,Employed part-time,$100k-150k,6,Yes,No,No,Purchased,Yes,Yes
38,Female,White,Married,Some college,Employed full-time,$30k-40k,6,Yes,Yes,Yes,Purchased,Yes,Yes
38,Female,White,Divorced,Post-graduate,Employed full-time,$75k-100k,6,Yes,No,Yes,Borrowed from others,Yes,No
36,Female,White,Never been married,Some high school,Unemployed,<$10k,6,Yes,No,No,Purchased,Yes,No
34,Male,White,Married,Some college,Employed full-time,$50k-75k,6,Yes,No,No,Purchased,Yes,No
34,Male,White,Married,College,Employed full-time,$75k-100k,6,Yes,No,No,Borrowed from others,Yes,No
34,Male,White,Married,College,Employed full-time,$75k-100k,6,Yes,No,Yes,Purchased,Yes,No
33,Male,White,Married,High school,Employed full-time,$40k-50k,6,Yes,No,No,Borrowed from others,No,Yes
32,Female,White,Married,Post-graduate,Unemployed,$30k-40k,6,Yes,Yes,No,Purchased,Yes,Yes
31,Male,White,Married,College,Employed full-time,$40k-50k,6,Yes,No,Yes,Purchased,Yes,No
31,Male,White,Married,Trade school,Employed full-time,$100k-150k,6,Yes,No,No,Other sources,Yes,Yes
30,Female,White,Married,High school,Employed full-time,$20k-30k,6,Yes,No,No,Purchased,No,Yes
30,Male,White,Married,High school,Employed full-time,$100k-150k,6,Yes,No,No,Purchased,Yes,Yes
29,Female,White,Living with a partner,High school,Employed full-time,$20k-30k,6,Yes,Yes,No,Borrowed from library,No,Yes
28,Female,White,Never been married,College,Employed full-time,$40k-50k,6,Yes,No,Yes,Purchased,Yes,No
27,Female,White,Living with a partner,Post-graduate,Employed full-time,$50k-75k,6,Yes,No,Yes,Purchased,Yes,Yes
27,Male,White,Never been married,Post-graduate,Employed full-time,$50k-75k,6,Yes,Yes,No,Purchased,Yes,Yes
26,Female,White,Married,Some high school,Unemployed,$20k-30k,6,Yes,Yes,No,Borrowed from library,Yes,Yes
25,Male,White,Married,High school,Unemployed,$30k-40k,6,Yes,No,No,Borrowed from others,Yes,Yes
25,Male,White,Never been married,College,Employed full-time,$50k-75k,6,Yes,No,No,Purchased,Yes,Yes
23,Male,White,Never been married,Some college,Employed part-time,$40k-50k,6,No,No,Yes,Other sources,Yes,Yes
23,Male,White,Living with a partner,High school,Employed full-time,$20k-30k,6,Yes,No,No,Purchased,No,Yes
21,Male,White,Never been married,Some college,Employed part-time,$100k-150k,6,Yes,No,Yes,Borrowed from others,Yes,Yes
19,Female,White,Never been married,Some college,Employed part-time,$75k-100k,6,Yes,No,No,Purchased,No,No
18,Female,White,Never been married,High school,Student,$100k-150k,6,Yes,No,No,Other sources,No,No
18,Female,White,Never been married,High school,Unemployed,$75k-100k,6,Yes,No,No,Purchased,No,No
18,Female,White,Never been married,Some college,Employed part-time,$100k-150k,6,Yes,No,No,Purchased,No,No
17,Female,White,Never been married,Some high school,Unemployed,$20k-30k,6,Yes,No,No,Borrowed from others,No,Yes
17,Male,White,Never been married,Some high school,Unemployed,$100k-150k,6,Yes,No,No,Borrowed from library,No,No
17,Male,White,Never been married,Some high school,Unemployed,$50k-75k,6,Yes,Yes,No,Purchased,No,Yes
17,Male,White,Never been married,Some high school,Employed part-time,$75k-100k,6,Yes,Yes,No,Purchased,Yes,Yes
56,Male,Other,Married,High school,Employed full-time,$30k-40k,5,Yes,No,No,Borrowed from others,Yes,No
21,Male,Other,Never been married,High school,Employed full-time,$50k-75k,5,Yes,No,No,Borrowed from others,Yes,Yes
20,Male,Other,Living with a partner,High school,Employed part-time,$10k-20k,5,No,No,No,Borrowed from library,No,No
20,Female,Other,Never been married,Some college,Unemployed,$10k-20k,5,Yes,No,No,Purchased,No,No
18,Female,Other,Living with a partner,High school,Unemployed,<$10k,5,Yes,No,No,Borrowed from others,No,Yes
16,Male,Other,Never been married,Some high school,Unemployed,$50k-75k,5,Yes,No,No,Borrowed from library,Yes,No
63,Female,Mixed race,Married,College,Retired,$40k-50k,5,Yes,No,No,Purchased,Yes,Yes
28,Male,Mixed race,Married,High school,Employed full-time,$20k-30k,5,Yes,No,No,Other sources,Yes,No
20,Male,Mixed race,Married,Some college,Employed part-time,$10k-20k,5,Yes,No,Yes,Purchased,No,No
48,Male,Asian/Pacific Islander,Married,College,Employed full-time,$75k-100k,5,Yes,No,Yes,Other sources,Yes,Yes
37,Female,Asian/Pacific Islander,Married,College,Employed full-time,$100k-150k,5,Yes,Yes,Yes,Borrowed from library,No,Yes
35,Male,Asian/Pacific Islander,Married,Post-graduate,Employed full-time,$75k-100k,5,Yes,Yes,Yes,Purchased,Yes,No
26,Female,Asian/Pacific Islander,Never been married,College,Employed full-time,$50k-75k,5,Yes,No,Yes,Purchased,Yes,No
24,Female,Asian/Pacific Islander,Married,College,Unemployed,$10k-20k,5,Yes,No,Yes,Borrowed from others,Yes,Yes
19,Female,Asian/Pacific Islander,Never been married,Some college,Unemployed,$100k-150k,5,Yes,No,No,Purchased,No,Yes
87,Female,Black/African-American,Widowed,High school,Retired,$10k-20k,5,Yes,No,No,Borrowed from others,Yes,Yes
65,Female,Black/African-American,Divorced,High school,Disabled,$20k-30k,5,Yes,No,No,Borrowed from others,Yes,Yes
62,Male,Black/African-American,Married,College,Employed full-time,$50k-75k,5,No,No,Yes,Other sources,Yes,Yes
60,Male,Black/African-American,Married,Some college,Retired,$30k-40k,5,Yes,Yes,No,Purchased,Yes,Yes
54,Female,Black/African-American,Married,Some college,Employed full-time,$75k-100k,5,Yes,No,No,Purchased,Yes,Yes
54,Female,Black/African-American,Never been married,Some college,Retired,$10k-20k,5,Yes,No,No,Borrowed from others,Yes,No
52,Male,Black/African-American,Living with a partner,Some college,Self-employed,$10k-20k,5,Yes,No,No,Other sources,Yes,No
51,Male,Black/African-American,Married,Trade school,Employed full-time,$30k-40k,5,Yes,No,No,Purchased,Yes,Yes
49,Female,Black/African-American,Never been married,High school,Retired,<$10k,5,Yes,No,No,Purchased,Yes,No
45,Male,Black/African-American,Married,High school,Employed full-time,$30k-40k,5,Yes,No,No,Purchased,Yes,Yes
42,Male,Black/African-American,Divorced,Some college,Employed full-time,$30k-40k,5,Yes,No,No,Purchased,Yes,Yes
40,Male,Black/African-American,Married,Some college,Employed part-time,$20k-30k,5,Yes,Yes,Yes,Purchased,No,Yes
39,Male,Black/African-American,Married,Some college,Employed full-time,$40k-50k,5,Yes,No,No,Other sources,No,No
38,Female,Black/African-American,Married,Some college,Employed full-time,$50k-75k,5,Yes,Yes,No,Purchased,No,No
36,Female,Black/African-American,Separated,Some high school,Unemployed,$20k-30k,5,Yes,No,Yes,Borrowed from library,Yes,Yes
35,Male,Black/African-American,Married,High school,Employed full-time,$30k-40k,5,Yes,No,No,Borrowed from others,No,No
34,Female,Black/African-American,Married,Some college,Employed part-time,$30k-40k,5,Yes,Yes,Yes,Purchased,Yes,Yes
33,Female,Black/African-American,Never been married,High school,Disabled,$20k-30k,5,No,No,No,Borrowed from others,Yes,No
32,Female,Black/African-American,Never been married,High school,Unemployed,<$10k,5,Yes,No,Yes,Other sources,Yes,Yes
32,Female,Black/African-American,Married,College,Employed full-time,$30k-40k,5,Yes,No,Yes,Borrowed from others,Yes,No
30,Female,Black/African-American,Married,Some college,Employed part-time,$50k-75k,5,No,No,Yes,Borrowed from others,No,No
23,Female,Black/African-American,Living with a partner,Some college,Employed full-time,<$10k,5,Yes,No,No,Purchased,Yes,No
21,Male,Black/African-American,Never been married,High school,Unemployed,$40k-50k,5,Yes,No,No,Borrowed from others,No,Yes
18,Female,Black/African-American,Living with a partner,High school,Employed part-time,$30k-40k,5,Yes,No,No,Borrowed from library,Yes,Yes
18,Female,Black/African-American,Never been married,Some college,Unemployed,$10k-20k,5,Yes,No,No,Borrowed from others,No,Yes
18,Female,Black/African-American,Separated,Some college,Employed part-time,<$10k,5,No,No,No,Purchased,No,No
17,Female,Black/African-American,Never been married,Some high school,Employed part-time,$100k-150k,5,Yes,No,No,Purchased,No,No
17,Male,Black/African-American,Never been married,Some high school,Employed part-time,$100k-150k,5,Yes,No,No,Borrowed from library,No,No
89,Female,White,Widowed,College,Retired,$30k-40k,5,Yes,No,No,Borrowed from others,Yes,Yes
88,Male,White,Married,Some college,Retired,$10k-20k,5,Yes,No,No,Other sources,Yes,No
88,Male,White,Married,Post-graduate,Retired,$75k-100k,5,Yes,No,No,Other sources,Yes,Yes
88,Male,White,Married,Some college,Retired,$40k-50k,5,Yes,No,No,Borrowed from others,No,Yes
76,Female,White,Widowed,High school,Retired,$10k-20k,5,Yes,Yes,No,Borrowed from others,No,Yes
74,Female,White,Married,Some high school,Retired,$20k-30k,5,Yes,No,No,Other sources,Yes,Yes
72,Male,White,Married,Post-graduate,Retired,$50k-75k,5,No,No,Yes,Borrowed from others,Yes,No
67,Female,White,Divorced,College,Employed part-time,$75k-100k,5,Yes,No,No,Borrowed from others,No,No
67,Male,White,Married,Some college,Retired,$40k-50k,5,Yes,No,No,Borrowed from library,Yes,No
67,Male,White,Widowed,Some college,Employed part-time,$100k-150k,5,Yes,Yes,Yes,Purchased,Yes,No
66,Female,White,Married,High school,Retired,$20k-30k,5,Yes,No,No,Borrowed from others,Yes,No
66,Female,White,Married,Some college,Employed full-time,$30k-40k,5,Yes,Yes,No,Borrowed from library,No,Yes
66,Male,White,Married,College,Retired,$50k-75k,5,Yes,No,No,Purchased,Yes,Yes
65,Male,White,Widowed,Some college,Employed full-time,$75k-100k,5,Yes,No,No,Purchased,Yes,Yes
65,Male,White,Married,Some high school,Retired,$30k-40k,5,Yes,No,No,Borrowed from others,No,Yes
62,Female,White,Never been married,Some college,Employed full-time,$30k-40k,5,Yes,No,No,Borrowed from others,No,Yes
61,Female,White,Living with a partner,College,Retired,$40k-50k,5,Yes,No,No,Borrowed from others,No,Yes
61,Female,White,Married,Some college,Self-employed,$100k-150k,5,Yes,Yes,Yes,Purchased,Yes,Yes
60,Female,White,Married,High school,Unemployed,$10k-20k,5,Yes,No,No,Purchased,Yes,Yes
59,Female,White,Divorced,Post-graduate,Employed full-time,$75k-100k,5,Yes,No,No,Purchased,Yes,Yes
58,Female,White,Living with a partner,High school,Other,$20k-30k,5,Yes,No,No,Borrowed from others,No,Yes
57,Male,White,Divorced,Some college,Disabled,$10k-20k,5,Yes,Yes,No,Borrowed from library,No,Yes
57,Male,White,Married,Post-graduate,Employed full-time,$100k-150k,5,Yes,No,No,Purchased,Yes,Yes
57,Female,White,Married,High school,Disabled,$10k-20k,5,Yes,No,No,Borrowed from others,Yes,No
57,Female,White,Married,High school,Unemployed,$20k-30k,5,Yes,No,No,Other sources,Yes,Yes
55,Male,White,Divorced,College,Retired,$10k-20k,5,Yes,No,No,Borrowed from others,Yes,Yes
55,Female,White,Married,Some college,Employed full-time,$75k-100k,5,No,No,No,Purchased,Yes,No
55,Female,White,Divorced,College,Employed part-time,$30k-40k,5,Yes,No,Yes,Other sources,No,No
54,Male,White,Married,Some college,Retired,$50k-75k,5,Yes,No,No,Purchased,Yes,Yes
53,Male,White,Married,College,Employed full-time,$100k-150k,5,Yes,No,No,Borrowed from others,Yes,No
52,Male,White,Married,Post-graduate,Employed part-time,$100k-150k,5,Yes,No,No,Borrowed from library,Yes,No
51,Female,White,Married,College,Retired,$100k-150k,5,Yes,Yes,Yes,Purchased,Yes,Yes
51,Male,White,Married,Post-graduate,Employed full-time,$50k-75k,5,Yes,No,Yes,Purchased,No,No
50,Male,White,Divorced,Some college,Employed full-time,$75k-100k,5,Yes,No,No,Purchased,Yes,No
50,Female,White,Married,College,Employed full-time,$75k-100k,5,Yes,No,Yes,Borrowed from others,Yes,Yes
49,Male,White,Never been married,Some college,Unemployed,$20k-30k,5,Yes,No,No,Purchased,Yes,Yes
49,Male,White,Single,Some high school,Employed part-time,$100k-150k,5,No,No,No,Other sources,Yes,No
48,Male,White,Married,College,Employed full-time,$100k-150k,5,Yes,No,No,Borrowed from others,No,No
